CustomerID,Age,Gender,IncomeBand,Province,TenureMonths,Churn
2659,28,Male,Low,Free State,114,0
2660,29,Male,High,Free State,39,0
2661,66,Female,Medium,Gauteng,89,0
2662,25,Male,High,Northern Cape,90,1
2663,62,Male,Medium,Limpopo,94,0
2664,22,Female,Low,Eastern Cape,101,1
2665,65,Female,Medium,Northern Cape,26,0
2666,59,Male,Medium,North West,57,0
2667,18,Male,High,Free State,84,1
2668,44,Female,Low,Free State,89,0
2669,73,Male,Low,Gauteng,76,0
2670,27,Female,Medium,Gauteng,62,0
2671,28,Male,Medium,North West,25,0
2672,68,Female,Low,Northern Cape,86,0
2673,38,Male,Low,KwaZulu-Natal,41,1
2674,69,Female,Low,KwaZulu-Natal,88,1
2675,61,Female,Low,KwaZulu-Natal,7,1
2676,63,Male,Low,Northern Cape,76,1
2677,62,Female,Low,Free State,115,0
2678,74,Female,High,Eastern Cape,48,0
2679,30,Male,Low,Free State,117,0
2680,25,Male,Low,Western Cape,86,1
2681,73,Female,Low,Limpopo,88,0
2682,66,Male,Low,Free State,109,0
2683,68,Female,Low,KwaZulu-Natal,20,0
2684,44,Female,Medium,North West,39,0
2685,56,Female,Medium,Gauteng,2,0
2686,48,Male,Low,North West,100,0
2687,29,Female,Medium,Limpopo,80,0
2688,27,Male,High,Mpumalanga,98,1
2689,70,Male,Low,Gauteng,27,1
2690,69,Female,Low,Gauteng,29,0
2691,69,Male,Low,Mpumalanga,88,0
2692,60,Male,Low,Mpumalanga,118,0
2693,47,Female,Medium,Gauteng,46,0
2694,43,Female,High,KwaZulu-Natal,32,0
2695,31,Male,Medium,North West,94,1
2696,63,Female,High,Limpopo,48,1
2697,19,Male,Medium,Free State,29,1
2698,59,Male,Medium,North West,107,0
2699,73,Male,High,Eastern Cape,98,0
2700,47,Female,High,Western Cape,68,0
2701,44,Male,Medium,Free State,33,0
2702,46,Male,Low,KwaZulu-Natal,29,0
2703,74,Male,Low,Limpopo,46,0
2704,69,Male,Low,Western Cape,24,1
2705,69,Male,Medium,North West,95,0
2706,72,Female,Medium,North West,55,0
2707,22,Female,Medium,Northern Cape,50,0
2708,26,Female,Medium,Free State,70,0
2709,18,Male,Low,Northern Cape,15,0
2710,49,Male,Low,Free State,37,0
2711,48,Female,Medium,Free State,90,0
2712,57,Female,Low,Gauteng,55,0
2713,23,Female,Medium,Mpumalanga,19,0
2714,68,Male,Medium,Free State,23,0
2715,49,Female,Low,Western Cape,81,0
2716,20,Male,Medium,Eastern Cape,83,0
2717,48,Male,Low,KwaZulu-Natal,18,1
2718,26,Female,Medium,Mpumalanga,108,0
2719,63,Male,Medium,Western Cape,113,0
2720,43,Female,Medium,Western Cape,77,0
2721,45,Male,Medium,Free State,53,0
2722,55,Male,Low,Northern Cape,58,0
2723,37,Male,Low,Mpumalanga,8,0
2724,21,Female,Medium,KwaZulu-Natal,91,0
2725,37,Female,Medium,Western Cape,35,0
2726,43,Female,Medium,Limpopo,93,0
2727,22,Female,Low,Limpopo,105,0
2728,64,Female,Low,Northern Cape,4,0
2729,41,Female,Medium,Gauteng,115,0
2730,44,Female,High,KwaZulu-Natal,64,0
2731,33,Male,Medium,Limpopo,72,0
2732,40,Male,Medium,North West,73,1
2733,56,Female,Medium,Free State,115,1
2734,57,Male,Low,Gauteng,15,1
2735,71,Male,Medium,KwaZulu-Natal,19,0
2736,43,Male,Medium,Northern Cape,73,1
2737,67,Female,Low,Gauteng,62,0
2738,34,Female,High,Northern Cape,1,1
2739,34,Male,Medium,Eastern Cape,23,1
2740,46,Male,Low,Mpumalanga,14,0
2741,42,Female,High,North West,68,0
2742,70,Female,Low,Gauteng,91,1
2743,32,Male,High,Gauteng,112,0
2744,19,Female,Medium,Free State,78,0
2745,66,Male,Medium,Gauteng,101,1
2746,70,Female,Medium,Western Cape,53,0
2747,61,Female,Medium,Eastern Cape,93,0
2748,63,Male,Low,North West,119,0
2749,21,Female,High,Gauteng,69,0
2750,35,Female,High,Northern Cape,14,1
2751,55,Female,Medium,Free State,18,0
2752,57,Female,Low,Free State,26,0
2753,23,Female,Medium,Free State,2,0
2754,36,Male,Medium,North West,6,1
2755,62,Male,High,Northern Cape,88,0
2756,35,Female,Medium,Northern Cape,95,0
2757,58,Female,Low,Limpopo,7,1
2758,74,Female,High,Mpumalanga,78,1
2759,43,Female,Low,Limpopo,89,0
2760,57,Male,Medium,Gauteng,114,1
2761,32,Female,Medium,Northern Cape,87,0
2762,46,Male,Medium,Limpopo,5,0
2763,24,Male,Low,North West,23,1
2764,69,Male,Medium,Northern Cape,57,0
2765,58,Female,Low,Mpumalanga,113,0
2766,38,Female,Medium,Mpumalanga,59,0
2767,59,Male,Low,Northern Cape,32,0
2768,34,Male,Medium,Western Cape,38,0
2769,38,Male,Medium,KwaZulu-Natal,22,0
2770,20,Male,Low,Eastern Cape,11,0
2771,22,Female,Low,Limpopo,46,0
2772,31,Female,Medium,Northern Cape,103,0
2773,74,Male,High,Free State,55,1
2774,47,Female,Low,Eastern Cape,12,0
2775,51,Male,High,KwaZulu-Natal,106,0
2776,44,Male,Low,Limpopo,100,1
2777,66,Female,Low,Gauteng,36,0
2778,58,Female,Low,Free State,75,0
2779,74,Female,Medium,KwaZulu-Natal,36,0
2780,25,Male,High,KwaZulu-Natal,98,0
2781,67,Male,High,KwaZulu-Natal,93,0
2782,61,Male,High,Eastern Cape,2,0
2783,39,Male,Medium,Mpumalanga,8,0
2784,67,Male,Medium,Gauteng,16,0
2785,56,Female,Low,Western Cape,109,0
2786,18,Female,Medium,Northern Cape,29,0
2787,72,Female,Medium,Gauteng,29,0
2788,54,Female,Low,Northern Cape,69,0
2789,18,Female,Medium,Gauteng,29,0
2790,64,Female,Medium,North West,49,1
2791,61,Male,Medium,North West,117,0
2792,47,Female,Medium,Western Cape,12,1
2793,66,Female,Low,Northern Cape,60,0
2794,28,Male,Medium,Eastern Cape,102,0
2795,64,Female,Medium,Limpopo,14,0
2796,47,Male,Medium,Northern Cape,16,0
2797,71,Female,High,Eastern Cape,69,0
2798,59,Female,High,Eastern Cape,61,0
2799,35,Female,Low,Northern Cape,91,1
2800,27,Female,Low,Western Cape,42,1
2801,20,Female,Medium,North West,109,0
2802,54,Male,High,Limpopo,11,0
2803,30,Female,Medium,Western Cape,36,1
2804,47,Female,Medium,Northern Cape,50,0
2805,35,Female,Low,Gauteng,71,0
2806,47,Male,Medium,Western Cape,6,1
2807,42,Male,Low,KwaZulu-Natal,108,0
2808,35,Male,Medium,Northern Cape,2,0
2809,70,Male,High,Mpumalanga,104,0
2810,66,Male,Medium,Free State,88,0
2811,39,Female,Low,Limpopo,27,1
2812,35,Female,Low,KwaZulu-Natal,114,0
2813,20,Male,Low,Eastern Cape,73,0
2814,69,Female,Medium,Eastern Cape,112,0
2815,65,Female,Medium,Free State,117,1
2816,29,Male,Medium,Gauteng,55,1
2817,29,Female,Low,Mpumalanga,112,0
2818,31,Male,Medium,Eastern Cape,105,0
2819,28,Female,Low,Gauteng,56,0
2820,55,Female,Low,North West,107,1
2821,35,Male,Low,Northern Cape,110,0
2822,73,Female,Medium,Northern Cape,102,0
2823,25,Female,Medium,Gauteng,116,0
2824,45,Male,Medium,Mpumalanga,8,0
2825,28,Male,Low,Northern Cape,35,0
2826,41,Male,High,Mpumalanga,32,0
2827,40,Female,Low,Gauteng,9,0
2828,60,Female,Low,Northern Cape,21,0
2829,27,Female,Low,North West,47,1
2830,27,Male,Low,Gauteng,105,1
2831,61,Male,High,Free State,80,1
2832,20,Male,Medium,Free State,52,0
2833,50,Male,Low,Gauteng,99,0
2834,38,Male,Low,Eastern Cape,14,0
2835,73,Female,Low,Western Cape,78,0
2836,30,Female,Medium,Free State,88,0
2837,35,Female,Low,North West,5,0
2838,65,Female,High,Mpumalanga,53,0
2839,21,Female,Low,Free State,61,0
2840,20,Male,High,KwaZulu-Natal,57,0
2841,42,Female,Medium,KwaZulu-Natal,31,0
2842,73,Female,Low,Northern Cape,88,1
2843,50,Male,Medium,Gauteng,53,1
2844,32,Male,Low,Limpopo,94,0
2845,59,Female,Low,Northern Cape,2,0
2846,52,Female,Low,Limpopo,87,0
2847,59,Female,Low,Eastern Cape,1,0
2848,66,Male,High,KwaZulu-Natal,69,0
2849,61,Male,Medium,Western Cape,65,0
2850,66,Female,Medium,Gauteng,37,0
2851,28,Female,Low,Western Cape,12,0
2852,41,Male,High,Mpumalanga,49,1
2853,48,Male,Medium,North West,81,0
2854,66,Male,High,Limpopo,98,0
2855,26,Female,Medium,Northern Cape,113,0
2856,37,Female,Medium,Free State,76,0
2857,30,Female,Medium,North West,10,0
2858,65,Female,Medium,North West,61,1
2859,21,Male,Medium,Gauteng,113,0
2860,73,Male,Medium,Gauteng,51,0
2861,69,Female,Medium,Mpumalanga,109,0
2862,51,Male,Medium,North West,41,1
2863,34,Male,Medium,Western Cape,110,0
2864,48,Male,Low,Mpumalanga,8,1
2865,32,Male,Low,Gauteng,54,0
2866,51,Female,Medium,Limpopo,67,1
2867,36,Male,Low,Mpumalanga,37,0
2868,37,Male,Low,North West,49,0
2869,72,Male,Low,Northern Cape,19,0
2870,31,Male,Medium,Eastern Cape,104,0
2871,64,Male,Low,Northern Cape,82,0
2872,68,Male,Low,Limpopo,114,0
2873,36,Male,High,Eastern Cape,10,0
2874,51,Female,Low,KwaZulu-Natal,58,0
2875,56,Male,Low,North West,80,0
2876,50,Female,Low,North West,22,0
2877,50,Female,High,Eastern Cape,102,0
2878,51,Male,Low,KwaZulu-Natal,111,1
2879,60,Female,Low,North West,104,1
2880,28,Female,Low,Gauteng,66,1
2881,33,Male,Low,Limpopo,86,0
2882,42,Female,Medium,Limpopo,9,0
2883,45,Male,Low,Mpumalanga,42,1
2884,56,Male,Low,KwaZulu-Natal,4,0
2885,65,Male,Low,Gauteng,25,0
2886,37,Female,Low,Northern Cape,59,1
2887,18,Male,High,Gauteng,77,1
2888,22,Male,Low,Free State,30,0
2889,57,Female,Low,KwaZulu-Natal,47,0
2890,49,Female,High,Western Cape,49,0
2891,39,Female,Medium,North West,73,0
2892,19,Male,Medium,Western Cape,105,0
2893,58,Male,Medium,Limpopo,8,0
2894,45,Male,Medium,Eastern Cape,5,0
2895,57,Female,High,Northern Cape,113,1
2896,73,Female,Low,Limpopo,10,0
2897,59,Male,Medium,Northern Cape,65,1
2898,66,Male,Medium,Western Cape,86,0
2899,26,Male,Low,Western Cape,35,0
2900,59,Female,High,KwaZulu-Natal,77,0
2901,31,Female,High,Limpopo,4,0
2902,25,Female,Medium,Gauteng,94,0
2903,37,Female,Low,Gauteng,71,0
2904,41,Male,Medium,Eastern Cape,111,0
2905,67,Male,Low,Gauteng,37,1
2906,22,Female,Low,Eastern Cape,55,1
2907,58,Male,Low,Gauteng,52,1
2908,66,Male,Low,Free State,37,0
2909,68,Female,Medium,Gauteng,3,0
2910,24,Male,High,Eastern Cape,92,0
2911,56,Female,Medium,Free State,6,0
2912,38,Male,Low,Western Cape,28,0
2913,58,Female,Medium,North West,7,0
2914,44,Male,High,Eastern Cape,69,0
2915,40,Female,High,KwaZulu-Natal,82,0
2916,31,Male,Medium,Mpumalanga,58,1
2917,72,Female,Low,Mpumalanga,56,0
2918,56,Male,Low,North West,28,0
2919,18,Male,Low,Northern Cape,73,0
2920,73,Female,High,Mpumalanga,3,1
2921,50,Female,Low,North West,107,0
2922,48,Female,Low,Mpumalanga,119,1
2923,32,Male,Low,Mpumalanga,103,1
2924,47,Female,Low,Free State,60,0
2925,69,Female,Low,Gauteng,37,0
2926,30,Male,Low,North West,74,0
2927,39,Male,Low,Northern Cape,12,1
2928,72,Female,Low,Gauteng,108,0
2929,41,Female,Low,North West,99,0
2930,66,Male,Medium,Mpumalanga,96,1
2931,37,Female,High,Eastern Cape,35,0
2932,43,Male,Medium,Northern Cape,98,0
2933,33,Female,Medium,Gauteng,47,0
2934,70,Female,High,Limpopo,45,1
2935,60,Female,Medium,Free State,74,0
2936,21,Female,Low,Free State,107,0
2937,69,Female,Medium,North West,68,0
2938,74,Female,Low,Northern Cape,36,0
2939,28,Female,Medium,Mpumalanga,62,0
2940,45,Male,Low,Northern Cape,55,1
2941,63,Male,Medium,Mpumalanga,62,0
2942,21,Female,Medium,Free State,75,0
2943,22,Female,High,Gauteng,74,1
2944,19,Male,Low,KwaZulu-Natal,110,1
2945,71,Male,Low,Limpopo,50,1
2946,62,Female,High,Gauteng,50,0
2947,59,Male,Low,Gauteng,48,0
2948,69,Male,Medium,Free State,22,0
2949,48,Male,Medium,Limpopo,32,0
2950,48,Male,Medium,Gauteng,57,0
2951,31,Female,Low,Limpopo,104,1
2952,27,Male,Medium,Eastern Cape,112,0
2953,31,Female,High,Gauteng,27,0
2954,53,Male,Low,Northern Cape,55,1
2955,31,Female,Low,Western Cape,87,0
2956,53,Male,Low,Mpumalanga,68,0
2957,57,Female,Low,Mpumalanga,44,0
2958,69,Male,Medium,Gauteng,49,0
2959,20,Male,Low,Free State,52,0
2960,30,Female,Medium,Mpumalanga,105,0
2961,20,Male,Low,Eastern Cape,40,0
2962,41,Female,Low,North West,60,0
2963,22,Male,High,Western Cape,90,0
2964,36,Female,High,Western Cape,3,0
2965,71,Male,Low,Western Cape,88,1
2966,42,Female,Low,Free State,62,1
2967,50,Female,Medium,Western Cape,32,0
2968,29,Male,Medium,Northern Cape,11,0
2969,60,Male,Medium,Eastern Cape,32,1
2970,48,Male,Medium,Northern Cape,27,1
2971,22,Male,Low,Limpopo,48,0
2972,22,Male,Low,Northern Cape,10,1
2973,53,Male,Medium,Free State,80,0
2974,71,Male,Low,KwaZulu-Natal,78,0
2975,28,Female,Low,Limpopo,41,0
2976,65,Male,Low,Free State,98,1
2977,72,Female,Low,Limpopo,76,0
2978,38,Male,High,Western Cape,10,1
2979,74,Female,Low,North West,12,0
2980,23,Female,Low,Gauteng,65,1
2981,32,Female,Medium,Eastern Cape,31,0
2982,19,Female,Low,KwaZulu-Natal,100,1
2983,43,Female,Low,Northern Cape,19,0
2984,44,Male,High,Free State,54,0
2985,57,Female,Low,Eastern Cape,65,1
2986,34,Female,Medium,Northern Cape,69,0
2987,66,Female,Medium,Eastern Cape,112,0
2988,73,Female,Medium,Gauteng,74,0
2989,19,Male,Medium,KwaZulu-Natal,97,0
2990,73,Female,Medium,North West,107,0
2991,35,Female,Low,Western Cape,70,0
2992,61,Male,Low,Northern Cape,104,0
2993,51,Male,Medium,Free State,38,0
2994,66,Female,Medium,Free State,38,0
2995,42,Male,Medium,Mpumalanga,117,1
2996,58,Female,Low,Eastern Cape,48,0
2997,20,Male,Medium,Free State,45,1
2998,63,Male,Low,Mpumalanga,85,0
2999,42,Female,Medium,Limpopo,118,0
3000,40,Male,Medium,KwaZulu-Natal,55,0
3001,40,Female,Low,Western Cape,60,0
3002,21,Female,High,Western Cape,101,0
3003,68,Male,High,Mpumalanga,109,0
3004,47,Female,Low,North West,3,1
3005,56,Male,Medium,Limpopo,98,1
3006,46,Female,High,KwaZulu-Natal,40,1
3007,31,Male,Medium,Western Cape,114,0
3008,69,Male,Medium,Gauteng,79,1
3009,21,Female,High,Mpumalanga,18,0
3010,73,Male,Medium,Free State,90,0
3011,66,Male,High,Eastern Cape,25,0
3012,60,Female,Low,Mpumalanga,104,1
3013,24,Male,High,Free State,17,1
3014,36,Female,Low,Eastern Cape,55,0
3015,49,Male,Medium,Mpumalanga,40,0
3016,59,Male,Medium,Western Cape,119,1
3017,50,Male,Low,Gauteng,112,0
3018,36,Male,High,North West,14,0
3019,21,Female,High,North West,115,0
3020,74,Female,High,North West,98,1
3021,35,Female,High,Limpopo,97,0
3022,31,Male,Medium,Western Cape,86,0
3023,28,Male,Low,Free State,29,1
3024,18,Female,High,Limpopo,12,1
3025,46,Female,Medium,Mpumalanga,70,1
3026,20,Female,Low,Western Cape,116,0
3027,55,Female,Low,Free State,5,0
3028,56,Female,Medium,Northern Cape,115,1
3029,69,Male,Low,Mpumalanga,110,0
3030,41,Female,Low,North West,92,0
3031,42,Male,Low,Northern Cape,3,0
3032,48,Male,Medium,KwaZulu-Natal,52,0
3033,59,Male,High,Gauteng,10,0
3034,69,Male,Medium,Western Cape,110,0
3035,42,Female,Low,KwaZulu-Natal,98,0
3036,29,Female,High,North West,111,0
3037,47,Female,Medium,Gauteng,73,0
3038,32,Female,Low,KwaZulu-Natal,82,0
3039,42,Female,Medium,Eastern Cape,105,0
3040,28,Male,Medium,Gauteng,30,1
3041,71,Male,Low,Limpopo,96,1
3042,28,Female,Low,Northern Cape,2,0
3043,38,Female,Low,Western Cape,48,0
3044,50,Male,Low,Mpumalanga,97,0
3045,23,Female,Low,Eastern Cape,45,1
3046,65,Male,Medium,Free State,71,0
3047,40,Male,High,Limpopo,80,0
3048,71,Female,Medium,Limpopo,59,1
3049,37,Female,High,Mpumalanga,29,0
3050,66,Male,Medium,Limpopo,4,1
3051,36,Female,Low,Mpumalanga,90,0
3052,57,Male,Low,Eastern Cape,7,0
3053,49,Male,Medium,North West,53,0
3054,44,Female,Medium,KwaZulu-Natal,91,0
3055,19,Male,Low,KwaZulu-Natal,47,0
3056,69,Female,High,Northern Cape,70,0
3057,59,Male,Low,KwaZulu-Natal,72,0
3058,33,Female,Low,Limpopo,109,0
3059,60,Male,High,Free State,46,0
3060,32,Male,Low,Eastern Cape,19,0
3061,71,Female,Medium,Mpumalanga,18,0
3062,33,Male,Low,Limpopo,108,0
3063,29,Male,Low,Eastern Cape,1,0
3064,56,Female,Low,Northern Cape,23,0
3065,72,Female,High,Free State,107,0
3066,46,Male,Low,KwaZulu-Natal,86,0
3067,25,Female,Medium,Western Cape,102,0
3068,68,Female,Medium,Gauteng,50,0
3069,23,Female,Low,Northern Cape,32,1
3070,32,Female,Low,North West,33,0
3071,38,Female,High,Mpumalanga,47,0
3072,18,Female,Low,Limpopo,10,1
3073,48,Male,Medium,North West,33,0
3074,25,Male,Low,Western Cape,84,0
3075,45,Female,Medium,Free State,37,1
3076,64,Male,Low,Limpopo,34,0
3077,57,Male,Medium,Western Cape,12,0
3078,64,Female,Low,North West,102,1
3079,48,Male,Low,North West,7,0
3080,43,Female,Low,Western Cape,39,1
3081,30,Female,Low,North West,107,1
3082,30,Male,Low,Western Cape,75,0
3083,29,Male,Low,Western Cape,44,0
3084,72,Male,Medium,KwaZulu-Natal,101,0
3085,48,Female,Medium,Mpumalanga,88,0
3086,54,Male,Low,Free State,69,0
3087,42,Female,Low,Limpopo,82,0
3088,46,Male,Medium,KwaZulu-Natal,86,0
3089,46,Female,Low,Limpopo,33,1
3090,26,Female,High,North West,33,1
3091,34,Female,Low,Limpopo,116,0
3092,58,Female,Medium,Limpopo,83,0
3093,50,Male,High,Mpumalanga,81,1
3094,18,Female,High,Northern Cape,38,0
3095,33,Male,Medium,Northern Cape,11,0
3096,42,Male,High,North West,64,1
3097,42,Female,Low,Eastern Cape,50,0
3098,27,Female,Medium,Northern Cape,6,0
3099,35,Male,Low,Mpumalanga,28,1
3100,58,Male,Medium,Northern Cape,30,0
3101,56,Male,Medium,Free State,108,1
3102,20,Male,Medium,Eastern Cape,104,0
3103,24,Female,Low,Northern Cape,104,0
3104,27,Female,Low,North West,67,0
3105,33,Female,Low,KwaZulu-Natal,13,1
3106,51,Female,Medium,KwaZulu-Natal,94,1
3107,66,Male,Medium,Eastern Cape,80,1
3108,60,Male,Medium,Mpumalanga,85,0
3109,66,Female,High,Free State,56,0
3110,47,Female,Low,Mpumalanga,36,0
3111,68,Female,Low,Limpopo,116,1
3112,37,Female,Medium,North West,72,0
3113,56,Female,Medium,Gauteng,77,0
3114,26,Female,Low,Western Cape,80,0
3115,38,Female,High,Mpumalanga,68,0
3116,25,Male,Medium,Gauteng,5,0
3117,61,Female,Low,Limpopo,86,0
3118,47,Female,Medium,North West,39,0
3119,37,Female,Low,Free State,99,0
3120,51,Female,Low,KwaZulu-Natal,53,1
3121,49,Female,Medium,North West,61,0
3122,32,Female,Medium,Western Cape,82,0
3123,56,Female,Medium,Free State,22,0
3124,70,Male,Low,Northern Cape,43,1
3125,51,Female,High,Limpopo,98,0
3126,73,Female,Medium,Limpopo,25,0
3127,39,Female,Low,Western Cape,111,0
3128,43,Male,Low,Northern Cape,53,0
3129,67,Female,Medium,Free State,34,1
3130,74,Male,Low,Eastern Cape,89,1
3131,34,Male,Medium,Limpopo,96,0
3132,38,Female,High,Eastern Cape,97,0
3133,18,Female,Medium,KwaZulu-Natal,56,1
3134,67,Female,Low,Gauteng,33,0
3135,60,Male,Low,Western Cape,113,0
3136,57,Male,Medium,Limpopo,73,0
3137,44,Female,Low,Eastern Cape,10,0
3138,38,Female,Low,North West,87,1
3139,35,Male,Medium,Western Cape,36,0
3140,26,Female,Medium,Northern Cape,117,1
3141,49,Female,Low,Western Cape,37,0
3142,60,Female,Medium,Free State,31,0
3143,37,Male,Low,Mpumalanga,102,0
3144,31,Male,Low,Limpopo,18,0
3145,69,Female,Low,Gauteng,77,0
3146,70,Female,High,Northern Cape,113,0
3147,40,Female,Medium,Limpopo,118,0
3148,28,Male,Low,Western Cape,27,0
3149,56,Male,Medium,North West,64,0
3150,59,Female,High,Mpumalanga,37,0
3151,65,Male,High,Northern Cape,40,0
3152,71,Male,High,Eastern Cape,68,0
3153,33,Female,Low,North West,12,0
3154,72,Male,Low,North West,75,0
3155,18,Male,High,Free State,34,0
3156,27,Female,Low,KwaZulu-Natal,11,0
3157,65,Male,Medium,North West,34,0
3158,50,Male,Low,Mpumalanga,97,0
3159,63,Female,Low,Gauteng,24,0
3160,41,Female,Medium,Gauteng,13,0
3161,44,Female,Low,Northern Cape,86,0
3162,64,Male,Medium,Northern Cape,36,1
3163,46,Female,Low,Western Cape,117,1
3164,48,Male,Medium,KwaZulu-Natal,58,0
3165,37,Female,Medium,Northern Cape,33,0
3166,34,Male,Low,Eastern Cape,82,0
3167,28,Female,High,Eastern Cape,93,0
3168,48,Female,Low,Limpopo,55,0
3169,49,Male,Medium,Limpopo,28,0
3170,64,Female,Low,North West,30,0
3171,70,Female,Medium,Eastern Cape,112,0
3172,31,Male,Low,Western Cape,71,0
3173,38,Female,Low,Western Cape,93,1
3174,34,Male,Low,North West,16,0
3175,70,Female,Medium,Mpumalanga,79,0
3176,56,Male,Medium,Gauteng,5,0
3177,45,Male,Low,Western Cape,41,1
3178,64,Female,Medium,North West,41,0
3179,23,Male,Low,Free State,99,1
3180,70,Male,Low,Mpumalanga,10,0
3181,31,Male,Medium,KwaZulu-Natal,21,0
3182,47,Male,Medium,Eastern Cape,80,0
3183,26,Male,Low,KwaZulu-Natal,39,0
3184,44,Male,Medium,Eastern Cape,4,0
3185,28,Female,Medium,Gauteng,55,0
3186,74,Male,Medium,Mpumalanga,4,0
3187,64,Male,Low,Northern Cape,105,0
3188,26,Male,Medium,KwaZulu-Natal,96,0
3189,55,Male,Medium,Free State,73,0
3190,50,Female,Low,KwaZulu-Natal,95,0
3191,42,Female,Low,KwaZulu-Natal,13,0
3192,70,Male,Medium,Gauteng,33,0
3193,45,Male,Medium,Western Cape,109,0
3194,60,Male,Medium,Gauteng,88,1
3195,44,Female,High,North West,85,0
3196,63,Female,Medium,Northern Cape,104,0
3197,19,Female,Low,Mpumalanga,116,1
3198,47,Female,Medium,KwaZulu-Natal,101,0
3199,34,Male,Medium,Northern Cape,6,0
3200,39,Female,Low,Western Cape,76,1
3201,57,Male,High,Eastern Cape,67,0
3202,67,Male,Medium,Free State,24,1
3203,22,Female,High,Limpopo,43,0
3204,67,Female,Medium,North West,108,0
3205,65,Male,Low,KwaZulu-Natal,53,0
3206,71,Male,Medium,Mpumalanga,25,0
3207,43,Male,Low,KwaZulu-Natal,16,0
3208,39,Male,Low,Eastern Cape,115,0
3209,21,Female,Medium,North West,18,0
3210,38,Male,Low,Eastern Cape,24,0
3211,49,Female,Medium,KwaZulu-Natal,19,0
3212,31,Male,High,Northern Cape,20,0
3213,42,Male,Medium,Gauteng,62,1
3214,61,Female,Low,Eastern Cape,25,1
3215,57,Female,High,Free State,66,0
3216,27,Female,Low,North West,41,0
3217,52,Female,Medium,Mpumalanga,80,1
3218,61,Male,Low,Mpumalanga,1,0
3219,31,Male,Medium,Northern Cape,55,0
3220,58,Male,Medium,Eastern Cape,107,0
3221,30,Male,High,Free State,115,0
3222,28,Male,Medium,Free State,45,1
3223,21,Male,High,Free State,101,0
3224,71,Male,Medium,Western Cape,95,0
3225,53,Male,High,Mpumalanga,110,0
3226,58,Female,High,Mpumalanga,35,0
3227,47,Male,Low,Mpumalanga,45,1
3228,25,Male,High,Limpopo,23,0
3229,45,Female,High,Gauteng,55,1
3230,22,Male,Low,Gauteng,105,1
3231,28,Female,Low,Eastern Cape,20,0
3232,25,Male,Medium,North West,110,0
3233,52,Male,Low,North West,56,0
3234,70,Female,Low,Western Cape,70,0
3235,56,Male,Medium,Gauteng,104,0
3236,57,Female,Medium,Free State,24,1
3237,21,Female,Low,Northern Cape,114,0
3238,37,Male,Low,Northern Cape,56,1
3239,32,Female,High,KwaZulu-Natal,79,1
3240,35,Female,High,Eastern Cape,45,1
3241,61,Male,High,Eastern Cape,86,0
3242,43,Male,Medium,Western Cape,55,0
3243,69,Male,Low,Northern Cape,36,1
3244,59,Male,High,Northern Cape,24,0
3245,23,Female,Low,Limpopo,12,1
3246,25,Male,High,Limpopo,58,0
3247,52,Female,Low,Gauteng,54,1
3248,38,Male,Medium,Northern Cape,61,0
3249,36,Male,Medium,Limpopo,21,1
3250,19,Male,Low,Northern Cape,57,0
3251,56,Female,Medium,Northern Cape,108,0
3252,32,Female,Low,Free State,40,1
3253,71,Male,Medium,North West,74,0
3254,23,Male,Low,KwaZulu-Natal,5,0
3255,45,Female,High,Mpumalanga,67,1
3256,55,Female,Low,Eastern Cape,85,1
3257,72,Male,Low,Mpumalanga,94,1
3258,71,Male,Medium,Western Cape,106,0
3259,40,Female,Low,Gauteng,15,0
3260,49,Female,Medium,North West,29,1
3261,26,Female,Medium,North West,107,1
3262,42,Male,Low,North West,101,0
3263,31,Female,Low,Free State,68,0
3264,55,Male,Medium,Limpopo,103,0
3265,51,Male,Low,Free State,45,0
3266,55,Female,Low,North West,68,0
3267,66,Female,Low,North West,65,0
3268,49,Female,Medium,KwaZulu-Natal,42,0
3269,24,Female,Low,Gauteng,44,1
3270,57,Female,Medium,Eastern Cape,51,0
3271,58,Male,Medium,Limpopo,107,0
3272,73,Male,Low,North West,92,0
3273,62,Female,Low,Mpumalanga,74,0
3274,60,Male,Medium,KwaZulu-Natal,11,0
3275,61,Female,Low,KwaZulu-Natal,85,0
3276,57,Male,Low,Free State,64,1
3277,28,Male,Low,Free State,100,0
3278,71,Female,Low,Mpumalanga,73,0
3279,49,Male,Medium,KwaZulu-Natal,78,0
3280,60,Female,Low,North West,71,0
3281,37,Female,High,Free State,108,0
3282,29,Female,Low,KwaZulu-Natal,66,0
3283,72,Female,High,Free State,35,0
3284,34,Male,Low,Free State,84,0
3285,25,Male,High,Eastern Cape,29,0
3286,35,Female,High,Eastern Cape,8,0
3287,52,Male,High,Free State,67,0
3288,67,Female,High,Northern Cape,37,1
3289,20,Female,Medium,Gauteng,22,0
3290,21,Male,Medium,Eastern Cape,3,0
3291,23,Male,Medium,KwaZulu-Natal,77,1
3292,63,Female,High,North West,62,0
3293,31,Female,Low,Western Cape,14,0
3294,55,Male,Medium,Limpopo,119,1
3295,27,Male,Low,Eastern Cape,92,0
3296,29,Male,Low,Eastern Cape,102,0
3297,25,Female,High,Western Cape,58,1
3298,36,Female,Low,Free State,112,0
3299,72,Male,Low,Gauteng,116,0
3300,63,Female,Medium,Gauteng,96,0
3301,54,Female,Low,North West,117,0
3302,73,Female,High,Gauteng,37,0
3303,20,Female,Medium,Western Cape,29,0
